,카테고리,lnt,lat
678,와이파이,37.546886,126.84466
679,와이파이,37.544468,126.8394
680,와이파이,37.543514,126.83948999999998
681,와이파이,37.542609999999996,126.84031999999999
682,와이파이,37.555614,126.84289
683,와이파이,37.557390000000005,126.84383000000001
684,와이파이,37.55754,126.84185
685,와이파이,37.55722,126.84011000000001
686,와이파이,37.55679,126.84336
687,와이파이,37.55077,126.83833
688,와이파이,37.54618,126.83665
689,와이파이,37.54514,126.84029
690,와이파이,37.54307,126.84143999999999
691,와이파이,37.54823,126.839615
692,와이파이,37.54823,126.839615
693,와이파이,37.55039,126.84353
694,와이파이,37.55039,126.84353
695,와이파이,37.574515999999996,126.84092
696,와이파이,37.574253000000006,126.84121999999999
697,와이파이,37.548054,126.84191000000001
698,와이파이,37.56738,126.85127
699,와이파이,37.56738,126.85127
700,와이파이,37.569496,126.84475
701,와이파이,37.569386,126.84466
702,와이파이,37.57228,126.838196
703,와이파이,37.572340000000004,126.83856000000002
704,와이파이,37.572936999999996,126.83971000000001
705,와이파이,37.573025,126.839905
706,와이파이,37.57573,126.8366
707,와이파이,37.574490000000004,126.83691
708,와이파이,37.572437,126.837135
709,와이파이,37.571999999999996,126.83961000000001
710,와이파이,37.570473,126.84070600000001
711,와이파이,37.571117,126.84175
712,와이파이,37.571909999999995,126.84192
713,와이파이,37.572646999999996,126.84272
714,와이파이,37.57054,126.843056
715,와이파이,37.570095,126.84714
716,와이파이,37.569790000000005,126.84845
717,와이파이,37.565533,126.84651000000001
718,와이파이,37.566241999999995,126.84503000000001
719,와이파이,37.567223,126.84358
720,와이파이,37.572567,126.83821
721,와이파이,37.568363,126.84295
722,와이파이,37.56718,126.84751999999999
723,와이파이,37.57292,126.83833
724,와이파이,37.57115,126.840034
725,와이파이,37.571613,126.83890500000001
726,와이파이,37.565178,126.84863
727,와이파이,37.569454,126.84459
728,와이파이,37.569454,126.84459
729,와이파이,37.569454,126.84459
730,와이파이,37.571873,126.846924
731,와이파이,37.571873,126.846924
732,와이파이,37.571873,126.846924
